,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
7,0.7,Premium,E,SI1,60.1,58.0,5.81,5.83,3.5,2897.945472781424
15,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,1657.2771541671257
25,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,846.2784257858932
35,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,5762.576194333455
47,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,1666.816165662396
49,0.94,Premium,E,SI2,60.4,59.0,6.37,6.34,3.84,4748.980753501594
50,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1645.3291129927743
54,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,3012.8477950888046
59,1.02,Good,E,SI2,62.8,64.0,6.36,6.32,3.98,5497.047757778861
61,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,612.4343351678408
66,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,222.86233221222255
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,577.7805499279584
72,1.12,Good,E,SI1,64.3,57.0,6.56,6.5,4.2,6249.796131362581
77,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,1565.356378400208
78,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,1632.8909461551484
85,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,2944.5903774334083
99,1.01,Good,E,VS2,62.5,58.0,6.32,6.36,3.96,5446.973096771742
102,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,2988.1600343774044
107,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,403.7659104993811
109,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,2946.075097085079
112,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1609.7154932818214
114,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,1745.3393225837845
124,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,5535.9853254403
127,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,3011.2985073083255
133,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1661.6685829552425
137,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3225.108798851762
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,5376.992136932148
149,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3991.192061114115
151,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,3049.313602904269
153,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,521.0384445815234
165,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3880.585133409374
173,0.96,Premium,E,SI2,58.2,58.0,6.52,6.47,3.78,4873.508729733718
174,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1739.827457010314
194,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,3053.3149986015806
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1149.147519642734
205,0.92,Premium,E,SI2,61.8,59.0,6.19,6.11,3.8,4691.26099971686
213,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,2940.331962773172
215,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,4733.077688328343
220,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3038.199553404031
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2978.1846180929188
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,130.93584061312754
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,350.1693368219194
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1593.9436042745374
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,2981.9196030713
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7219.618234698406
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1966.2479493700132
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1324.2768800244867
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,613.5880759717732
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,779.1784248582564
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,385.7455941272988
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,527.999887826172
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9482.218367275173
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,460.6058879932041
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1940.371305874187
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,497.0089656417731
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,2989.3156131432515
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1676.388481176246
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,471.5944771596521
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1746.9200764209295
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5306.556575872939
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1745.7720514491734
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,428.6924937433075
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,1183.0508667957565
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4722.87855709951
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2235.0398241332778
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1623.7713938989991
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,443.47696009311903
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,504.13856499479516
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,695.1785443438905
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,3098.827854287126
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1749.7934815387964
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5680.852329370288
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,1794.4523111579188
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1664.6028802780909
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,366.37579265650766
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2993.2724751040655
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4515.661548064143
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,2910.159924674704
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,5515.489371351978
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3271.55573878389
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1919.0875512934324
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1646.5825639060083
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,1928.2547261282953
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,393.46890712316076
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,463.7105618495075
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,562.7296728592171
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,1862.9743015703305
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,5305.933436081784
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1596.683995264523
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2301.062084050146
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,6168.029570624831
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,2247.465510372684
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,6954.109832536124
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,5402.878172183978
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5275.0422240066855
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5287.754355357331
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1058.3490186230838
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,427.33323442542655
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,1036.2682523106214
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2917.8850756324796
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5420.869062407745
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1039.600136518366
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,3360.595555638849
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3247.3207413301907
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,197.31482960222115
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3350.8701916048076
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,529.4846074778427
551,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,5734.192266547992
553,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1034.4801419976156
557,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,581.1770022645117
558,0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,399.1805753784015
565,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3907.48617950508
566,1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,5252.8266056044295
568,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3060.7349209361064
581,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,360.16294953680426
603,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,5533.779593850085
606,0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,938.9610713040236
608,0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,847.5300387372145
623,0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,509.88169930670165
626,1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,6906.316902912384
630,0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,685.9686737344446
644,1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,7022.142079748429
649,0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,-107.88545617862383
655,1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,5312.007549241428
657,0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08,1695.1925396537677
663,0.35,Premium,E,VS2,60.9,59.0,4.54,4.56,2.77,650.4551465959605
672,0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18,1555.8525088854306
675,1.01,Premium,E,VS2,62.5,58.0,6.44,6.4,4.01,5319.205594593523
697,0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,4056.797950634076
698,0.38,Very Good,E,VS2,60.3,58.0,4.67,4.72,2.83,833.4056921209644
700,0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63,3252.8401606977523
705,0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,4525.899699143732
707,0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,390.86558864804965
720,1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97,5410.533039180767
723,0.7,Premium,E,VVS1,61.7,59.0,5.67,5.71,3.51,2998.4551997917124
725,1.02,Very Good,E,VVS1,62.2,57.0,6.4,6.59,4.04,5468.681643960629
727,0.58,Ideal,E,VS1,62.6,56.0,5.33,5.27,3.32,2109.567503481435
729,0.5,Very Good,E,VS2,63.2,56.0,5.06,5.03,3.19,1565.0623794948772
739,0.8,Ideal,E,SI1,61.5,58.0,5.96,6.0,3.68,3715.4845277230006
742,0.7,Ideal,E,SI2,61.2,55.0,5.76,5.68,3.5,2919.9026167220086
750,0.38,Very Good,E,VVS1,60.0,59.0,4.66,4.68,2.8,852.8479979778224
757,1.21,Good,E,I1,63.3,63.0,6.67,6.72,4.24,7084.887631830355
758,0.57,Very Good,E,SI2,59.7,57.0,5.4,5.48,3.25,2014.9909392456507
760,0.32,Ideal,E,VS2,62.7,55.0,4.38,4.36,2.74,471.5668889732499
771,1.11,Very Good,E,SI2,61.7,63.0,6.65,6.54,4.07,6145.3593510029605
772,0.34,Ideal,E,SI1,62.2,54.0,4.47,4.5,2.79,590.0225900076414
775,0.5,Good,E,SI2,58.2,59.0,5.24,5.27,3.06,1513.129324213767
784,0.34,Premium,E,SI1,61.9,59.0,4.48,4.44,2.76,588.8042810748996
785,0.31,Ideal,E,VVS1,61.7,56.0,4.33,4.36,2.68,446.4463993964605
789,0.5,Very Good,E,VS1,62.7,56.0,5.09,5.12,3.2,1546.3762275570552
791,1.0,Very Good,E,SI1,59.6,60.0,6.43,6.48,3.85,5325.699166992288
801,0.76,Premium,E,SI2,60.8,57.0,5.89,5.85,3.57,3406.084881524988
803,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21,1854.8515637276587
804,0.46,Ideal,E,VS1,60.3,56.0,5.02,5.06,3.04,1277.8983860914325
818,0.7,Very Good,E,SI2,62.0,60.0,5.67,5.72,3.53,2988.9161882964418
821,0.91,Ideal,E,SI1,61.2,58.0,6.24,6.3,3.84,4550.775650355817
822,1.5,Premium,E,VS1,62.5,58.0,7.28,7.21,4.53,9428.38297106518
832,0.4,Good,E,SI1,63.5,55.0,4.67,4.71,2.98,954.0822323337516
837,0.37,Very Good,E,VS2,61.8,59.0,4.56,4.6,2.83,810.470899742078
845,1.08,Premium,E,SI2,60.8,59.0,6.57,6.62,4.01,5953.814138402407
861,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,5287.025789624698
869,0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,3076.649215827276
870,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,3927.451532580625
872,0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,3076.9783567131008
891,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,401.42900274319936
894,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,2110.680386472697
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,5319.199878761345
910,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,1969.278280878335
914,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,1708.8013928454216
918,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,383.97664978946796
919,0.51,Premium,E,VS2,60.5,56.0,5.24,5.18,3.15,1552.5796789207538
922,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,1793.326158540387
923,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,2142.799299236541
941,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,1484.0301003219397
945,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,473.7450323770622
947,0.42,Ideal,E,VS1,61.6,57.0,4.8,4.84,2.97,1068.7420561847787
952,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,5362.720075164716
954,0.3,Very Good,E,SI2,58.8,60.0,4.39,4.42,2.59,349.4683592756876
964,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,1690.5146657544094
971,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,633.4925368423364
972,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,1790.3567192370458
975,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,13757.701771202846
982,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,1998.7568952246622
988,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,389.6748679017103
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,1819.9313677688467
1016,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,1730.9818692671843
1017,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,976.1629986462126
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1630.2449319054538
1020,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1159.8069679233583
1028,1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,6326.525462138783
1031,0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2940.226536831693
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,298.06115871995553
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,972.3965476111649
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,9507.066730300854
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,393.3395689191061
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,1019.6975136097167
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,359.6007019506301
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3767.7391700958433
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,595.5695975616045
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1832.0403937206488
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,978.3762840305178
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,845.1912930191195
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,997.9791922016582
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1213.2096352679569
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,5285.561104365338
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,5450.437995107369
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,1836.1341476796076
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,1960.007518063908
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,400.7337410291443
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,3141.3753290563254
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,1104.886276908509
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9648.884619210514
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1929.0090420854178
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,2012.5988551166665
1200,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,372.6162239626119
1203,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,971.7715698580959
1214,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,195.53611104521906
1215,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9494.060982508045
1216,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,497.3732485080898
1218,1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,5497.014453760281
1222,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,5362.25036635692
1224,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2943.035373820752
1226,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4610.062019934294
1228,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,4614.322272556445
1243,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,11333.878625748412
1248,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1670.2459220175288
1252,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5234.44200636603
1254,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,9534.165741116416
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,149.75316871691666
1258,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,2105.967370592847
1266,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1815.5105128324146
1271,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,418.78919938172044
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1016.5968981404086
